invoice_no,invoice_date,customer_id,sku,quantity,list_price,net_sales,branch,rep_id,freight_charged
INV-106154,2025-02-04,C-045,SKU-00018,6,268.00,75.72,Newcastle,R-19,28.02
INV-106155,2024-08-16,C-166,SKU-00018,1,268.00,73.54,Adelaide,R-24,30.95
INV-106156,2024-08-14,C-232,SKU-00013,9,52.00,88.20,Perth,R-14,30.22
INV-106157,2024-06-01,C-233,SKU-00010,5,27.00,84.30,Sydney,R-15,6.58
INV-106158,2024-12-09,C-087,SKU-00007,11,284.00,77.99,Melbourne,R-06,37.64
INV-106159,2024-07-12,C-281,SKU-00048,15,553.00,75.45,Melbourne,R-21,3.85
INV-106160,2024-11-28,C-018,SKU-00051,22,246.00,80.76,Melbourne,R-12,20.99
INV-106161,2024-04-07,C-334,SKU-00025,16,345.00,80.48,Brisbane,R-01,18.32
INV-106162,2024-08-08,C-272,SKU-00026,2,405.00,73.68,Adelaide,R-03,10.39
INV-106163,2024-03-25,C-181,SKU-00051,15,246.00,70.20,Perth,R-11,14.54
INV-106164,2025-01-04,C-058,SKU-00049,9,840.00,78.84,Adelaide,R-20,17.33
INV-106165,2025-07-09,C-258,SKU-00010,11,27.00,77.88,Perth,R-23,0.62
INV-106166,2024-12-10,C-312,SKU-00024,5,208.00,78.40,Perth,R-28,16.62
INV-106167,2025-10-19,C-055,SKU-00020,7,702.00,72.59,Adelaide,R-16,40.00
INV-106168,2024-09-01,C-227,SKU-00027,12,107.00,70.80,Adelaide,R-17,17.33
INV-106169,2025-09-20,C-215,SKU-00014,20,632.00,80.80,Newcastle,R-21,30.18
INV-106170,2024-11-20,C-005,SKU-00039,5,204.00,80.45,Brisbane,R-26,7.83
INV-106171,2025-04-10,C-221,SKU-00006,1,428.00,73.92,Newcastle,R-13,6.11
INV-106172,2025-06-19,C-118,SKU-00021,23,453.00,70.38,Brisbane,R-22,7.96
INV-106173,2024-08-12,C-066,SKU-00052,14,834.00,87.36,Adelaide,R-10,15.40
INV-106174,2024-11-18,C-059,SKU-00031,16,336.00,71.04,Perth,R-05,32.35
INV-106175,2025-04-03,C-152,SKU-00053,12,589.00,85.20,Melbourne,R-07,35.80
INV-106176,2024-08-05,C-305,SKU-00001,17,569.00,71.40,Perth,R-20,10.03
INV-106177,2025-09-05,C-131,SKU-00023,19,115.00,77.14,Adelaide,R-11,2.04
INV-106178,2024-01-03,C-355,SKU-00025,7,345.00,75.32,Newcastle,R-16,22.31
INV-106179,2025-08-25,C-276,SKU-00041,1,612.00,80.84,Perth,R-15,6.78
INV-106180,2024-03-23,C-291,SKU-00015,11,332.00,81.67,Melbourne,R-10,21.41
INV-106181,2024-02-16,C-105,SKU-00029,23,291.00,77.05,Sydney,R-09,41.57
INV-106182,2025-03-12,C-082,SKU-00011,11,62.00,79.97,Melbourne,R-21,24.99
INV-106183,2025-12-09,C-388,SKU-00009,19,761.00,71.82,Adelaide,R-28,37.68
INV-106184,2025-09-04,C-329,SKU-00001,24,569.00,78.00,Newcastle,R-18,2.01
INV-106185,2025-05-06,C-217,SKU-00041,16,612.00,71.20,Newcastle,R-24,34.12
INV-106186,2025-07-23,C-251,SKU-00048,1,553.00,75.41,Perth,R-25,12.59
INV-106187,2025-09-22,C-209,SKU-00040,13,257.00,84.37,Newcastle,R-14,44.38
INV-106188,2024-09-15,C-176,SKU-00040,22,257.00,75.02,Sydney,R-12,11.60
INV-106189,2024-10-27,C-396,SKU-00028,3,722.00,76.83,Adelaide,R-07,17.94
INV-106190,2025-11-07,C-096,SKU-00005,21,643.00,76.31,Melbourne,R-18,34.78
INV-106191,2024-01-27,C-130,SKU-00057,4,143.00,70.48,Sydney,R-20,37.33
INV-106192,2024-11-11,C-235,SKU-00012,5,822.00,86.50,Brisbane,R-18,0.08
INV-106193,2024-12-18,C-002,SKU-00057,2,143.00,78.02,Perth,R-21,26.11
INV-106194,2025-09-20,C-334,SKU-00050,4,201.00,76.04,Brisbane,R-14,10.64
INV-106195,2025-02-14,C-116,SKU-00009,16,761.00,74.24,Sydney,R-03,21.42
INV-106196,2024-10-06,C-236,SKU-00017,10,69.00,77.70,Newcastle,R-14,21.05
INV-106197,2025-02-09,C-353,SKU-00009,23,761.00,82.57,Adelaide,R-21,1.23
INV-106198,2024-07-04,C-234,SKU-00009,15,761.00,75.75,Adelaide,R-22,7.43
INV-106199,2024-11-09,C-333,SKU-00011,1,62.00,78.71,Melbourne,R-28,30.10
INV-106200,2025-03-12,C-339,SKU-00037,13,831.00,73.08,Adelaide,R-26,34.31
INV-106201,2024-12-20,C-287,SKU-00007,11,284.00,85.69,Melbourne,R-02,19.51
INV-106202,2025-09-21,C-296,SKU-00029,15,291.00,81.45,Newcastle,R-09,41.24
INV-106203,2025-02-24,C-260,SKU-00033,6,111.00,71.76,Sydney,R-10,34.18
INV-106204,2025-08-15,C-321,SKU-00009,5,761.00,72.70,Sydney,R-25,7.91
INV-106205,2024-11-18,C-213,SKU-00053,4,589.00,81.40,Brisbane,R-09,17.00
INV-106206,2025-06-12,C-166,SKU-00037,24,831.00,71.04,Adelaide,R-24,14.38
INV-106207,2025-09-26,C-105,SKU-00030,14,439.00,72.10,Sydney,R-03,39.42
INV-106208,2024-04-19,C-405,SKU-00029,5,291.00,83.50,Brisbane,R-02,41.65
INV-106209,2025-12-22,C-331,SKU-00013,22,52.00,78.54,Adelaide,R-26,34.15
INV-106210,2024-11-27,C-072,SKU-00013,9,52.00,65.66,Perth,R-11,28.51
INV-106211,2025-05-04,C-085,SKU-00028,3,722.00,72.30,Newcastle,R-12,16.55
INV-106212,2024-06-22,C-275,SKU-00022,18,477.00,76.86,Adelaide,R-15,28.92
INV-106213,2024-05-05,C-207,SKU-00024,22,208.00,71.72,Melbourne,R-04,11.59
INV-106214,2025-07-15,C-418,SKU-00044,17,183.00,71.74,Brisbane,R-26,6.41
INV-106215,2025-07-22,C-053,SKU-00031,20,336.00,83.20,Perth,R-10,31.40
INV-106216,2024-11-26,C-137,SKU-00056,12,481.00,81.60,Perth,R-18,26.21
INV-106217,2025-02-04,C-069,SKU-00037,21,831.00,73.71,Sydney,R-15,24.82
INV-106218,2024-07-11,C-301,SKU-00012,15,822.00,89.25,Melbourne,R-24,17.58
INV-106219,2024-12-16,C-404,SKU-00002,23,592.00,90.62,Adelaide,R-05,36.25
INV-106220,2024-06-10,C-180,SKU-00002,5,592.00,69.00,Brisbane,R-13,35.94
INV-106221,2025-11-25,C-162,SKU-00009,8,761.00,78.08,Perth,R-27,9.36
INV-106222,2025-03-08,C-400,SKU-00002,5,592.00,74.05,Newcastle,R-23,21.67
INV-106223,2024-03-05,C-130,SKU-00049,2,840.00,76.18,Sydney,R-16,43.01
INV-106224,2025-07-17,C-308,SKU-00026,23,405.00,84.41,Melbourne,R-16,40.77
INV-106225,2024-06-18,C-255,SKU-00030,12,439.00,84.84,Sydney,R-04,12.14
INV-106226,2025-07-19,C-074,SKU-00010,6,27.00,85.74,Adelaide,R-14,42.31
INV-106227,2025-08-22,C-077,SKU-00013,3,52.00,85.26,Adelaide,R-22,41.37
INV-106228,2025-03-20,C-382,SKU-00026,2,405.00,72.06,Newcastle,R-26,22.62
INV-106229,2025-01-21,C-315,SKU-00039,20,204.00,74.20,Brisbane,R-16,12.29
INV-106230,2024-04-08,C-323,SKU-00045,20,841.00,66.42,Brisbane,R-24,44.19
INV-106231,2025-07-18,C-255,SKU-00033,23,111.00,76.59,Sydney,R-07,23.18
INV-106232,2024-09-27,C-369,SKU-00047,2,371.00,88.92,Adelaide,R-23,39.30
INV-106233,2025-05-06,C-222,SKU-00038,4,427.00,77.92,Melbourne,R-17,39.60
INV-106234,2025-10-10,C-217,SKU-00042,8,292.00,84.40,Newcastle,R-25,23.15
INV-106235,2025-11-15,C-378,SKU-00036,1,224.00,71.51,Melbourne,R-18,9.66
INV-106236,2025-06-15,C-227,SKU-00013,21,52.00,73.50,Adelaide,R-11,23.22
INV-106237,2025-06-24,C-115,SKU-00037,3,831.00,89.19,Melbourne,R-01,7.90
INV-106238,2025-01-16,C-023,SKU-00007,4,284.00,78.80,Perth,R-05,22.30
INV-106239,2025-09-25,C-162,SKU-00018,23,268.00,77.05,Perth,R-19,18.51
INV-106240,2024-07-19,C-403,SKU-00045,15,841.00,67.90,Perth,R-16,31.79
INV-106241,2024-09-23,C-015,SKU-00031,16,336.00,85.28,Sydney,R-03,34.52
INV-106242,2024-02-15,C-016,SKU-00027,15,107.00,81.00,Brisbane,R-23,19.77
INV-106243,2024-09-06,C-251,SKU-00027,7,107.00,71.82,Perth,R-17,3.74
INV-106244,2024-06-24,C-176,SKU-00037,3,831.00,73.38,Sydney,R-12,43.57
INV-106245,2025-10-15,C-287,SKU-00030,22,439.00,72.38,Melbourne,R-10,37.68
INV-106246,2024-05-27,C-314,SKU-00023,5,115.00,84.90,Newcastle,R-10,26.13
INV-106247,2025-12-22,C-006,SKU-00031,19,336.00,73.15,Sydney,R-18,14.26
INV-106248,2024-04-09,C-094,SKU-00021,12,453.00,79.08,Adelaide,R-28,40.26
INV-106249,2024-01-26,C-419,SKU-00006,12,428.00,79.08,Brisbane,R-17,22.63
INV-106250,2025-12-23,C-058,SKU-00038,13,427.00,79.77,Adelaide,R-11,36.41
INV-106251,2025-09-04,C-127,SKU-00034,4,214.00,88.36,Perth,R-09,24.58
INV-106252,2024-06-22,C-203,SKU-00048,7,553.00,73.99,Sydney,R-13,13.17
INV-106253,2024-06-17,C-055,SKU-00024,4,208.00,74.84,Adelaide,R-19,14.22
INV-106254,2025-08-18,C-040,SKU-00002,6,592.00,75.24,Melbourne,R-01,20.89
INV-106255,2025-02-20,C-389,SKU-00010,15,27.00,74.85,Perth,R-05,28.48
INV-106256,2024-03-18,C-342,SKU-00051,2,246.00,72.18,Melbourne,R-19,36.11
INV-106257,2024-07-20,C-301,SKU-00050,23,201.00,71.53,Melbourne,R-14,37.79
INV-106258,2025-06-25,C-072,SKU-00014,21,632.00,71.40,Perth,R-13,12.69
INV-106259,2024-10-01,C-309,SKU-00049,19,840.00,79.80,Adelaide,R-15,1.14
INV-106260,2024-05-13,C-076,SKU-00035,16,571.00,73.01,Perth,R-13,19.19
INV-106261,2024-08-24,C-346,SKU-00006,8,428.00,70.88,Newcastle,R-10,25.77
INV-106262,2025-04-09,C-025,SKU-00006,10,428.00,77.10,Brisbane,R-08,31.85
INV-106263,2024-09-04,C-106,SKU-00026,14,405.00,74.34,Sydney,R-12,41.44
INV-106264,2024-02-04,C-063,SKU-00016,15,574.00,85.20,Sydney,R-22,42.69
INV-106265,2024-10-01,C-307,SKU-00010,20,27.00,90.80,Newcastle,R-19,40.56
INV-106266,2024-06-19,C-016,SKU-00023,16,115.00,89.76,Brisbane,R-15,14.92
INV-106267,2024-12-21,C-322,SKU-00002,16,592.00,79.68,Brisbane,R-09,21.75
INV-106268,2025-11-14,C-295,SKU-00043,4,320.00,71.72,Perth,R-15,4.12
INV-106269,2024-09-17,C-013,SKU-00016,3,574.00,90.27,Perth,R-20,24.95
INV-106270,2025-08-05,C-017,SKU-00037,21,831.00,71.68,Adelaide,R-09,31.00
INV-106271,2024-02-03,C-199,SKU-00039,8,204.00,88.56,Newcastle,R-04,33.83
INV-106272,2025-03-20,C-167,SKU-00014,20,632.00,81.60,Sydney,R-09,32.77
INV-106273,2025-04-10,C-210,SKU-00002,22,592.00,86.46,Adelaide,R-20,33.61
INV-106274,2024-08-18,C-195,SKU-00050,15,201.00,84.60,Melbourne,R-08,33.77
INV-106275,2025-08-10,C-210,SKU-00049,10,840.00,80.70,Adelaide,R-18,23.01
INV-106276,2024-03-13,C-114,SKU-00052,4,834.00,81.96,Sydney,R-18,29.02
INV-106277,2025-08-01,C-008,SKU-00053,23,589.00,81.42,Newcastle,R-14,2.10
INV-106278,2025-10-24,C-209,SKU-00012,6,822.00,77.82,Newcastle,R-26,25.98
INV-106279,2024-08-17,C-255,SKU-00014,8,632.00,86.72,Sydney,R-18,41.51
INV-106280,2025-07-17,C-290,SKU-00019,7,357.00,67.62,Perth,R-07,44.58
INV-106281,2024-05-27,C-173,SKU-00024,21,208.00,89.67,Perth,R-03,20.93
INV-106282,2025-10-02,C-352,SKU-00054,18,714.00,71.82,Melbourne,R-08,0.10
INV-106283,2025-05-16,C-187,SKU-00032,11,60.00,72.16,Brisbane,R-22,15.75
INV-106284,2025-12-13,C-346,SKU-00040,16,257.00,81.28,Newcastle,R-03,36.32
INV-106285,2025-06-14,C-216,SKU-00043,24,320.00,80.16,Brisbane,R-09,5.07
INV-106286,2025-04-21,C-347,SKU-00054,6,714.00,80.70,Brisbane,R-09,36.94
INV-106287,2024-09-19,C-214,SKU-00053,8,589.00,71.52,Perth,R-12,22.02
INV-106288,2024-07-11,C-046,SKU-00049,24,840.00,74.64,Perth,R-02,36.13
INV-106289,2024-04-22,C-315,SKU-00003,1,237.00,72.90,Brisbane,R-05,44.33
INV-106290,2024-06-15,C-412,SKU-00010,10,27.00,67.53,Newcastle,R-17,27.51
INV-106291,2024-11-19,C-194,SKU-00007,14,284.00,78.40,Brisbane,R-15,11.90
INV-106292,2024-10-05,C-359,SKU-00026,2,405.00,87.72,Sydney,R-05,35.86
INV-106293,2024-02-08,C-240,SKU-00010,12,27.00,77.76,Adelaide,R-04,25.61
INV-106294,2024-11-04,C-231,SKU-00006,10,428.00,80.50,Newcastle,R-02,26.68
INV-106295,2025-01-09,C-019,SKU-00010,11,27.00,74.36,Newcastle,R-03,40.35
INV-106296,2024-06-27,C-304,SKU-00033,18,111.00,73.08,Melbourne,R-13,10.75
INV-106297,2024-05-12,C-258,SKU-00051,14,246.00,82.46,Perth,R-11,32.83
INV-106298,2025-03-03,C-329,SKU-00027,6,107.00,86.64,Newcastle,R-24,22.57
INV-106299,2025-05-18,C-191,SKU-00014,10,632.00,72.70,Newcastle,R-13,29.93
INV-106300,2025-03-19,C-348,SKU-00034,1,214.00,80.07,Sydney,R-11,40.12
INV-106301,2024-03-20,C-399,SKU-00030,11,439.00,73.70,Perth,R-16,3.34
INV-106302,2024-12-11,C-154,SKU-00002,21,592.00,74.13,Newcastle,R-08,22.85
INV-106303,2024-08-07,C-096,SKU-00021,15,453.00,79.80,Melbourne,R-27,38.83
INV-106304,2024-02-01,C-180,SKU-00054,19,714.00,87.78,Brisbane,R-27,19.35
INV-106305,2024-06-13,C-137,SKU-00057,13,143.00,75.53,Perth,R-14,24.57
INV-106306,2025-11-10,C-365,SKU-00007,16,284.00,76.00,Adelaide,R-07,37.94
INV-106307,2025-01-23,C-407,SKU-00043,23,320.00,84.18,Adelaide,R-12,26.06
INV-106308,2024-04-26,C-004,SKU-00048,11,553.00,75.68,Perth,R-02,6.55
INV-106309,2024-12-17,C-321,SKU-00038,16,427.00,76.32,Sydney,R-27,32.26
INV-106310,2024-02-11,C-266,SKU-00041,3,612.00,74.88,Adelaide,R-02,20.43
INV-106311,2025-06-28,C-204,SKU-00041,23,612.00,80.27,Perth,R-24,28.37
INV-106312,2025-10-28,C-095,SKU-00037,24,831.00,78.48,Sydney,R-11,20.73
INV-106313,2024-09-14,C-248,SKU-00024,1,208.00,79.80,Newcastle,R-02,30.49
INV-106314,2024-08-09,C-255,SKU-00052,14,834.00,74.34,Sydney,R-24,7.83
INV-106315,2024-05-13,C-226,SKU-00049,9,840.00,90.54,Perth,R-16,24.17
INV-106316,2024-03-02,C-152,SKU-00025,24,345.00,86.88,Melbourne,R-14,17.73
INV-106317,2025-10-23,C-075,SKU-00011,1,62.00,76.91,Brisbane,R-18,42.19
INV-106318,2025-01-02,C-338,SKU-00028,21,722.00,79.80,Perth,R-08,39.99
INV-106319,2025-10-14,C-033,SKU-00030,12,439.00,82.32,Adelaide,R-07,20.38
INV-106320,2025-09-28,C-243,SKU-00039,16,204.00,81.11,Melbourne,R-25,26.56
INV-106321,2025-11-21,C-084,SKU-00052,18,834.00,72.36,Perth,R-16,10.76
INV-106322,2024-06-23,C-013,SKU-00048,13,553.00,84.37,Perth,R-18,25.74
INV-106323,2025-12-19,C-021,SKU-00057,2,143.00,79.46,Adelaide,R-09,1.50
INV-106324,2025-05-12,C-107,SKU-00046,20,711.00,80.20,Melbourne,R-04,8.99
INV-106325,2025-11-03,C-206,SKU-00050,8,201.00,77.68,Newcastle,R-02,42.28
INV-106326,2024-11-04,C-143,SKU-00034,1,214.00,71.84,Adelaide,R-20,39.93
INV-106327,2024-11-13,C-302,SKU-00042,17,292.00,72.25,Adelaide,R-11,13.88
INV-106328,2025-03-19,C-282,SKU-00052,19,834.00,70.30,Adelaide,R-07,4.36
INV-106329,2024-11-03,C-007,SKU-00001,7,569.00,73.36,Adelaide,R-22,26.35
INV-106330,2024-06-13,C-092,SKU-00035,4,571.00,71.76,Brisbane,R-27,23.86
INV-106331,2025-04-26,C-336,SKU-00009,6,761.00,85.50,Perth,R-10,32.86
INV-106332,2025-12-20,C-221,SKU-00013,1,52.00,87.91,Newcastle,R-07,27.13
INV-106333,2024-11-25,C-355,SKU-00005,9,643.00,79.74,Newcastle,R-03,38.17
INV-106334,2024-10-02,C-403,SKU-00043,10,320.00,79.50,Perth,R-15,32.16
INV-106335,2025-09-10,C-170,SKU-00053,2,589.00,74.40,Brisbane,R-15,12.37
INV-106336,2024-12-04,C-332,SKU-00046,3,711.00,82.41,Perth,R-23,1.31
INV-106337,2024-06-01,C-389,SKU-00057,1,143.00,74.57,Perth,R-14,40.74
INV-106338,2025-01-20,C-040,SKU-00025,15,345.00,74.70,Melbourne,R-27,28.52
INV-106339,2025-10-25,C-165,SKU-00006,10,428.00,71.30,Perth,R-04,20.25
INV-106340,2024-12-11,C-082,SKU-00001,22,569.00,72.26,Melbourne,R-07,17.60
INV-106341,2024-06-15,C-284,SKU-00032,9,60.00,71.10,Melbourne,R-05,20.63
INV-106342,2025-01-18,C-342,SKU-00006,23,428.00,83.03,Melbourne,R-28,12.20
INV-106343,2025-06-24,C-055,SKU-00058,12,513.00,83.16,Adelaide,R-05,3.34
INV-106344,2024-08-01,C-223,SKU-00021,13,453.00,71.37,Sydney,R-07,4.21
INV-106345,2025-12-27,C-269,SKU-00058,7,513.00,79.52,Newcastle,R-11,37.37
INV-106346,2025-02-24,C-110,SKU-00056,11,481.00,86.57,Brisbane,R-13,24.68
INV-106347,2025-06-05,C-278,SKU-00041,24,612.00,80.64,Melbourne,R-23,31.09
INV-106348,2024-11-11,C-356,SKU-00027,7,107.00,81.76,Perth,R-06,34.43
INV-106349,2024-07-22,C-210,SKU-00010,17,27.00,77.35,Adelaide,R-15,36.73
INV-106350,2024-02-22,C-007,SKU-00048,8,553.00,72.72,Adelaide,R-10,44.06
INV-106351,2024-06-07,C-261,SKU-00010,3,27.00,74.79,Brisbane,R-04,27.66
INV-106352,2025-06-25,C-402,SKU-00028,9,722.00,78.57,Melbourne,R-16,23.31
INV-106353,2025-02-08,C-083,SKU-00019,6,357.00,82.98,Adelaide,R-05,28.53
INV-106354,2024-12-19,C-055,SKU-00019,23,357.00,80.73,Adelaide,R-28,40.87
INV-106355,2025-10-23,C-227,SKU-00053,2,589.00,79.54,Adelaide,R-07,2.54
INV-106356,2025-09-12,C-218,SKU-00030,5,439.00,85.40,Newcastle,R-16,38.86
INV-106357,2025-01-21,C-416,SKU-00018,16,268.00,75.04,Melbourne,R-27,25.90
INV-106358,2024-05-08,C-112,SKU-00020,5,702.00,82.10,Brisbane,R-07,21.84
INV-106359,2024-12-26,C-205,SKU-00016,2,574.00,80.60,Sydney,R-12,1.97
INV-106360,2024-05-07,C-172,SKU-00057,17,143.00,67.25,Newcastle,R-22,29.41
INV-106361,2025-09-12,C-149,SKU-00009,1,761.00,76.20,Perth,R-12,36.18
INV-106362,2025-03-05,C-282,SKU-00004,7,340.00,84.56,Adelaide,R-26,1.52
INV-106363,2024-10-20,C-345,SKU-00048,1,553.00,74.95,Sydney,R-23,1.54
INV-106364,2024-06-07,C-129,SKU-00038,20,427.00,88.40,Adelaide,R-16,12.69
INV-106365,2025-11-27,C-041,SKU-00025,12,345.00,78.48,Adelaide,R-16,27.75
INV-106366,2025-01-14,C-189,SKU-00036,16,224.00,78.72,Brisbane,R-18,31.71
INV-106367,2025-12-02,C-329,SKU-00014,18,632.00,70.20,Newcastle,R-25,30.20
INV-106368,2025-12-28,C-130,SKU-00037,20,831.00,75.20,Sydney,R-21,40.92
INV-106369,2025-07-27,C-169,SKU-00030,6,439.00,79.08,Melbourne,R-19,28.29
INV-106370,2025-03-14,C-401,SKU-00032,17,60.00,71.16,Perth,R-12,19.92
INV-106371,2025-06-20,C-327,SKU-00001,9,569.00,77.85,Adelaide,R-23,23.73
INV-106372,2025-03-28,C-357,SKU-00023,4,115.00,74.52,Newcastle,R-06,40.11
INV-106373,2024-05-09,C-341,SKU-00040,3,257.00,76.77,Perth,R-04,0.73
INV-106374,2024-12-20,C-338,SKU-00023,5,115.00,90.40,Perth,R-06,26.12
INV-106375,2024-09-23,C-177,SKU-00036,16,224.00,73.60,Newcastle,R-03,0.49
INV-106376,2024-09-09,C-301,SKU-00018,4,268.00,78.72,Melbourne,R-13,29.67
INV-106377,2024-10-16,C-313,SKU-00038,13,427.00,73.45,Sydney,R-13,19.00
INV-106378,2024-01-09,C-405,SKU-00014,2,632.00,72.76,Brisbane,R-09,1.71
INV-106379,2025-08-12,C-111,SKU-00022,1,477.00,85.42,Adelaide,R-03,15.94
INV-106380,2024-08-03,C-139,SKU-00020,10,702.00,70.47,Perth,R-03,11.49
INV-106381,2025-02-24,C-375,SKU-00048,23,553.00,72.45,Newcastle,R-02,13.99
INV-106382,2025-05-21,C-312,SKU-00030,11,439.00,86.24,Perth,R-17,7.89
INV-106383,2025-07-08,C-290,SKU-00013,17,52.00,85.17,Perth,R-01,18.22
INV-106384,2025-04-14,C-292,SKU-00019,17,357.00,77.69,Perth,R-05,2.01
INV-106385,2024-10-26,C-148,SKU-00023,10,115.00,84.40,Melbourne,R-17,41.31
INV-106386,2024-10-21,C-346,SKU-00023,12,115.00,78.48,Newcastle,R-20,31.80
INV-106387,2024-08-16,C-194,SKU-00019,3,357.00,78.00,Brisbane,R-04,16.49
INV-106388,2025-09-14,C-045,SKU-00051,5,246.00,85.20,Newcastle,R-06,17.76
INV-106389,2025-12-18,C-186,SKU-00034,4,214.00,71.40,Brisbane,R-07,3.68
INV-106390,2025-07-01,C-380,SKU-00018,10,268.00,64.86,Adelaide,R-25,22.09
INV-106391,2025-05-16,C-248,SKU-00014,13,632.00,76.83,Newcastle,R-23,41.50
INV-106392,2024-01-15,C-309,SKU-00055,18,703.00,82.98,Adelaide,R-25,20.49
INV-106393,2025-10-08,C-384,SKU-00034,1,214.00,75.82,Perth,R-05,2.20
INV-106394,2025-01-24,C-109,SKU-00009,24,761.00,78.24,Sydney,R-27,26.60
INV-106395,2025-08-27,C-100,SKU-00016,20,574.00,83.00,Brisbane,R-12,14.32
INV-106396,2025-06-18,C-392,SKU-00032,3,60.00,73.89,Sydney,R-20,24.82
INV-106397,2025-10-26,C-170,SKU-00023,1,115.00,86.54,Brisbane,R-18,15.03
INV-106398,2025-10-20,C-204,SKU-00047,11,371.00,88.11,Perth,R-22,2.28
INV-106399,2024-10-16,C-003,SKU-00041,5,612.00,79.25,Newcastle,R-07,13.48
INV-106400,2024-08-14,C-083,SKU-00047,8,371.00,70.29,Adelaide,R-13,32.26
INV-106401,2024-12-21,C-176,SKU-00058,1,513.00,72.38,Sydney,R-11,20.66
INV-106402,2024-07-17,C-134,SKU-00015,14,332.00,89.04,Melbourne,R-24,31.56
INV-106403,2024-07-11,C-331,SKU-00015,24,332.00,71.04,Adelaide,R-10,38.44
INV-106404,2025-01-11,C-026,SKU-00045,23,841.00,83.03,Melbourne,R-24,9.56
INV-106405,2025-12-11,C-157,SKU-00012,3,822.00,79.23,Sydney,R-07,34.74
INV-106406,2025-12-22,C-106,SKU-00058,18,513.00,78.48,Sydney,R-15,13.44
INV-106407,2025-08-10,C-220,SKU-00046,7,711.00,74.83,Adelaide,R-23,27.95
INV-106408,2024-07-22,C-410,SKU-00022,3,477.00,71.52,Brisbane,R-10,37.12
INV-106409,2024-11-09,C-371,SKU-00049,15,840.00,85.65,Adelaide,R-19,38.61
INV-106410,2025-11-07,C-236,SKU-00040,24,257.00,79.71,Newcastle,R-20,22.76
INV-106411,2024-02-14,C-145,SKU-00043,19,320.00,70.68,Sydney,R-22,30.83
INV-106412,2024-10-13,C-260,SKU-00013,17,52.00,70.89,Sydney,R-28,14.18
INV-106413,2025-07-16,C-102,SKU-00055,13,703.00,82.68,Adelaide,R-14,39.41
INV-106414,2024-02-21,C-419,SKU-00017,3,69.00,88.14,Brisbane,R-26,18.66
INV-106415,2025-08-05,C-403,SKU-00002,14,592.00,81.20,Perth,R-24,6.40
INV-106416,2025-04-07,C-189,SKU-00042,18,292.00,70.74,Brisbane,R-07,9.47
INV-106417,2024-03-23,C-003,SKU-00026,10,405.00,85.80,Newcastle,R-19,2.99
INV-106418,2024-06-01,C-320,SKU-00004,6,340.00,84.96,Sydney,R-13,12.29
INV-106419,2024-05-09,C-170,SKU-00022,14,477.00,86.24,Brisbane,R-24,31.79
INV-106420,2024-05-26,C-227,SKU-00037,3,831.00,76.31,Adelaide,R-26,36.20
INV-106421,2025-02-25,C-083,SKU-00051,20,246.00,73.80,Adelaide,R-27,26.08
INV-106422,2024-02-04,C-265,SKU-00025,11,345.00,84.81,Perth,R-05,0.49
INV-106423,2024-08-08,C-342,SKU-00029,19,291.00,72.77,Melbourne,R-21,22.59
INV-106424,2024-04-26,C-156,SKU-00032,20,60.00,81.40,Melbourne,R-17,27.30
INV-106425,2025-05-18,C-116,SKU-00047,3,371.00,80.61,Sydney,R-24,8.79
INV-106426,2024-01-01,C-363,SKU-00045,2,841.00,72.94,Perth,R-25,1.09
INV-106427,2024-02-27,C-099,SKU-00037,7,831.00,72.10,Perth,R-18,27.46
INV-106428,2024-05-21,C-152,SKU-00056,5,481.00,75.95,Melbourne,R-10,16.09
INV-106429,2025-07-06,C-008,SKU-00014,4,632.00,76.72,Newcastle,R-03,24.94
INV-106430,2025-05-15,C-184,SKU-00017,7,69.00,66.85,Brisbane,R-27,18.52
INV-106431,2025-01-09,C-133,SKU-00057,3,143.00,80.91,Brisbane,R-15,34.88
INV-106432,2024-09-26,C-173,SKU-00050,17,201.00,78.03,Perth,R-12,8.17
INV-106433,2024-08-13,C-309,SKU-00035,24,571.00,73.44,Adelaide,R-16,17.44
INV-106434,2024-08-11,C-017,SKU-00008,23,232.00,88.78,Adelaide,R-05,18.39
INV-106435,2024-07-11,C-044,SKU-00056,9,481.00,85.95,Brisbane,R-05,4.67
INV-106436,2024-12-06,C-217,SKU-00004,17,340.00,75.65,Newcastle,R-08,2.34
INV-106437,2024-09-11,C-180,SKU-00051,5,246.00,75.40,Brisbane,R-04,2.77
INV-106438,2025-04-21,C-307,SKU-00025,4,345.00,75.40,Newcastle,R-26,8.77
INV-106439,2024-11-21,C-332,SKU-00010,6,27.00,87.12,Perth,R-03,24.68
INV-106440,2024-04-09,C-051,SKU-00025,8,345.00,77.43,Newcastle,R-09,4.00
INV-106441,2024-05-14,C-081,SKU-00030,4,439.00,81.76,Sydney,R-21,43.11
INV-106442,2024-01-26,C-083,SKU-00040,18,257.00,84.06,Adelaide,R-18,33.77
INV-106443,2025-11-23,C-085,SKU-00024,2,208.00,86.14,Newcastle,R-27,8.10
INV-106444,2024-08-24,C-381,SKU-00044,2,183.00,89.24,Perth,R-09,26.35
INV-106445,2024-01-16,C-182,SKU-00033,4,111.00,85.56,Perth,R-20,28.40
INV-106446,2024-05-18,C-283,SKU-00003,18,237.00,90.00,Brisbane,R-23,37.79
INV-106447,2025-02-06,C-111,SKU-00043,20,320.00,82.40,Adelaide,R-08,41.51
